virus.names,proteins,genome.size,genome.type,vector.borne,zoonotic,Nucleotide.records,Nucleotide.records.log,PHB.max,PHB.mean,PHB.median,PubMed.records.log,SRA.records.log
Carnivore amdoparvovirus 2,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,1.64345267648619,0
Carnivore bocaparvovirus 3,4,0.005331,ssDNA,No,Not zoonotic,17,1.23044892137827,0,0,0,0.301029995663981,0
Caviid betaherpesvirus 2,110,0.233501,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0,0
Cervid alphaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0,0
Chapare mammarenavirus,4,0.010464,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.477121254719662,0.477121254719662
Chick syncytial virus,NA,NA,ssRNA-RT,No,Not zoonotic,2,0.301029995663981,0,0,0,1.20411998265592,0
Chicken anemia virus,4,0.002319,ssDNA,No,Not zoonotic,971,2.987219229908,0,0,0,2.42651126136458,0
Chiropteran tetraparvovirus 1,4,0.005065,ssDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Cricetid gammaherpesvirus 2,82,0.124335,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Cupixi mammarenavirus,4,0.010438,(-) ssRNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Deltapapillomavirus 1,15,0.008095,dsDNA,No,Not zoonotic,21,1.32221929473392,0,0,0,2.8234742291703,0.477121254719662
Deltapapillomavirus 2,9,0.008374,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,2.44715803134222,0
Deltapapillomavirus 3,5,0.007761,dsDNA,No,Not zoonotic,23,1.36172783601759,0,0,0,2.25767857486918,0
Deltapapillomavirus 5,8,0.008032,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.301029995663981,0
Deltapapillomavirus 6,7,0.007679,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,1.94448267215017,0
Duck hepatitis B virus,7,0.003027,dsDNA-RT,No,Not zoonotic,98,1.99122607569249,0,0,0,2.8481891169914,0
Durham tupavirus,NA,NA,(-) ssRNA,No,Not zoonotic,1,0,0,0,0,0,0
Dyodeltapapillomavirus 1,6,0.00726,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,6.83769800802011,0
Dyoepsilonpapillomavirus 1,8,0.007498,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyoetapapillomavirus 1,7,0.008256,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyoiotapapillomavirus 1,6,0.007802,dsDNA,No,Not zoonotic,33,1.51851393987789,0,0,0,0,0
Dyoiotapapillomavirus 2,NA,NA,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Dyokappapapillomavirus 1,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Dyolambdapapillomavirus 1,NA,NA,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyomupapillomavirus 1,7,0.007048,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Dyonupapillomavirus 1,7,0.007584,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyoomikronpapillomavirus 1,6,0.007596,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0.301029995663981,0
Dyopipapillomavirus 1,6,0.007348,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Dyorhopapillomavirus 1,7,0.007582,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,6.83769800802011,0
Dyosigmapapillomavirus 1,5,0.007435,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyothetapapillomavirus 1,NA,NA,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Dyoxipapillomavirus 1,7,0.007412,dsDNA,No,Not zoonotic,20,1.30102999566398,0,0,0,0.477121254719662,0
Elapid 1 bornavirus,NA,NA,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Epsilonpapillomavirus 1,6,0.007841,dsDNA,No,Not zoonotic,26,1.41497334797082,0,0,0,0.301029995663981,0
Equid alphaherpesvirus 3,80,0.151601,dsDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0.477121254719662,0
Equid gammaherpesvirus 7,NA,NA,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.602059991327962,0
Equine foamy virus,5,0.012035,ssRNA-RT,No,Not zoonotic,13,1.11394335230684,0,0,0,0.903089986991944,0
Equine mastadenovirus A,NA,NA,dsDNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0,0
Equine mastadenovirus B,34,0.03309,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0,0
Erbovirus A,1,0.008828,(+) ssRNA,No,Not zoonotic,60,1.77815125038364,0,0,0,0,0
Etapapillomavirus 1,6,0.007729,dsDNA,No,Not zoonotic,17,1.23044892137827,0,0,0,6.83769800802011,0
Eubenangee virus,NA,NA,dsRNA,Yes,Not zoonotic,37,1.56820172406699,0,0,0,0.778151250383644,0
Feline foamy virus,4,0.010479,ssRNA-RT,No,Not zoonotic,27,1.43136376415899,0,0,0,1.8750612633917,0
Finch circovirus,3,0.001962,ssDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.477121254719662,0
Finkel-Biskis-Jinkins murine sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,0.698970004336019,0
Fowl aviadenovirus C,46,0.045667,dsDNA,No,Not zoonotic,270,2.43136376415899,0,0,0,1.69897000433602,0
Frog siadenovirus A,23,0.026163,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0,0
Fujinami sarcoma virus,1,0.004788,ssRNA-RT,No,Not zoonotic,14,1.14612803567824,0,0,0,2.00860017176192,0
Gammapapillomavirus 1,7,0.007353,dsDNA,No,Not zoonotic,30,1.47712125471966,0,0,0,1.36172783601759,0
Gammapapillomavirus 10,7,0.007342,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,1.04139268515823,0
Gammapapillomavirus 11,7,0.007326,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0.301029995663981,0
Gammapapillomavirus 12,7,0.007181,dsDNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0.954242509439325,0
Gammapapillomavirus 13,7,0.007259,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.903089986991944,0
Gammapapillomavirus 14,7,0.007182,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.845098040014257,0
Gammapapillomavirus 15,7,0.007293,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.778151250383644,0
Gammapapillomavirus 16,7,0.007236,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.954242509439325,0
Gammapapillomavirus 17,7,0.007271,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.954242509439325,0
Gammapapillomavirus 18,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,1,0
Gammapapillomavirus 19,6,0.007212,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Gammapapillomavirus 2,7,0.0071,dsDNA,No,Not zoonotic,14,1.14612803567824,0,0,0,1.44715803134222,0
Gammapapillomavirus 20,6,0.007233,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.845098040014257,0
Gammapapillomavirus 3,7,0.007184,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,1.44715803134222,0
Gammapapillomavirus 4,7,0.007313,dsDNA,No,Not zoonotic,13,1.11394335230684,0,0,0,1.30102999566398,0
Gammapapillomavirus 5,7,0.007326,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,1.07918124604762,0
Gammapapillomavirus 6,6,0.007259,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,1.20411998265592,0
Gammapapillomavirus 7,7,0.007346,dsDNA,No,Not zoonotic,10,1,0,0,0,1.32221929473392,0
Gammapapillomavirus 8,7,0.007227,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,1.04139268515823,0
Gammapapillomavirus 9,7,0.007184,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,1.04139268515823,0
Gardner-Arnstein feline sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,0,-Inf,0,0,0,0.845098040014257,0
Gorilline gammaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0,0
Great tit siadenovirus A,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0,0
Guaroa orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,77,1.88649072517248,0,0,0,0.903089986991944,0
Guinea pig type-C oncovirus,NA,NA,ssRNA-RT,No,Not zoonotic,0,-Inf,0,0,0,0.301029995663981,0
Hardy-Zuckerman feline sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,1,0
Hare fibroma virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,0.301029995663981,0
Harvey murine sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,3,0.477121254719662,0,0,0,2.17897694729317,0
Hepatitis delta virus,2,0.001682,(-) ssRNA,No,Not zoonotic,1762,3.24600590407603,0,0,0,3.18554215485437,0.301029995663981
Hippotragine gammaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0,0
Human alphaherpesvirus 3,73,0.124884,dsDNA,No,Not zoonotic,807,2.90687353472207,0,0,0,1.65321251377534,1.69019608002851
Human betaherpesvirus 5,169,0.235646,dsDNA,No,Not zoonotic,7140,3.85369821177617,0,0,0,0.602059991327962,2.16731733474818
Human betaherpesvirus 6A,88,0.159322,dsDNA,No,Not zoonotic,126,2.10037054511756,0,0,0,1.46239799789896,0
Human betaherpesvirus 6B,104,0.162114,dsDNA,No,Not zoonotic,315,2.4983105537896,0,0,0,1.49136169383427,0.602059991327962
Human betaherpesvirus 7,86,0.15308,dsDNA,No,Not zoonotic,234,2.36921585741014,0,0,0,1.61278385671974,0
Human coronavirus HKU1,8,0.029926,(+) ssRNA,No,Not zoonotic,406,2.60852603357719,0,0,0,1.50514997831991,0.602059991327962
Human coronavirus NL63,6,0.027553,(+) ssRNA,No,Not zoonotic,704,2.84757265914211,0,0,0,2.07554696139253,0.477121254719662
Human immunodeficiency virus 1,10,0.009181,ssRNA-RT,No,Not zoonotic,683778,5.83491512361427,0,0,0,3.52257463269118,3.53693702270467
Human immunodeficiency virus 2,9,0.010359,ssRNA-RT,No,Not zoonotic,6303,3.79954730712562,0,0,0,1.70757017609794,0.954242509439325
Human parainfluenza virus 1,10,0.0156,(-) ssRNA,No,Not zoonotic,581,2.76417613239033,0,0,0,1.38021124171161,0.477121254719662
Human parainfluenza virus 2,7,0.015646,(-) ssRNA,No,Not zoonotic,441,2.64443858946784,0,0,0,1.30102999566398,0
Human parainfluenza virus 4,7,0.017052,(-) ssRNA,No,Not zoonotic,156,2.19312459835446,0,0,0,0.954242509439325,0
Human polyomavirus 1,6,0.005153,dsDNA,No,Not zoonotic,2645,3.4224256763712,0,0,0,0.301029995663981,0
Human polyomavirus 2,6,0.00513,dsDNA,No,Not zoonotic,4911,3.6911699341316,0,0,0,0.477121254719662,1.94939000664491
Human torovirus,NA,NA,(+) ssRNA,No,Not zoonotic,11,1.04139268515823,0,0,0,0.845098040014257,0
Ictalurid herpesvirus 1,90,0.134226,dsDNA,No,Not zoonotic,30,1.47712125471966,0,0,0,1.34242268082221,0
Ictalurid herpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.602059991327962,0
Iguanid herpesvirus 2,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0,0
Ikoma lyssavirus,5,0.011902,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.954242509439325,0
Iotapapillomavirus 1,6,0.007687,dsDNA,No,Not zoonotic,16,1.20411998265592,0,0,0,6.83769800802011,0
Isla Vista hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,10,1,0,0,0,0.477121254719662,0
Israel turkey meningoencephalomyelitis virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,10,1,0,0,0,0.477121254719662,0
Johnston Atoll virus,NA,NA,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.778151250383644,0
Jugra virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Juncopox virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,0.477121254719662,0
Jutiapa virus,1,0.010125,(+) ssRNA,Yes,Not zoonotic,5,0.698970004336019,0,0,0,0,0
Kadam virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,5,0.698970004336019,0,0,0,0.778151250383644,0.301029995663981
Kappapapillomavirus 1,9,0.007565,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,1.78532983501077,0
Kedougou virus,1,0.010723,(+) ssRNA,Yes,Not zoonotic,5,0.698970004336019,0,0,0,0.845098040014257,0
Kirsten murine sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,4,0.602059991327962,0,0,0,2.31597034545692,0
Kunsagivirus A,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Lactate dehydrogenase-elevating virus,11,0.014104,(+) ssRNA,No,Not zoonotic,29,1.46239799789896,0,0,0,2.3384564936046,0
Lambdapapillomavirus 4,7,0.00817,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Lambdapapillomavirus 5,7,0.008344,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Latino mammarenavirus,4,0.010648,(-) ssRNA,No,Not zoonotic,35,1.54406804435028,0,0,0,0.301029995663981,0
Leporid alphaherpesvirus 4,79,0.124049,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.477121254719662,0
Lloviu cuevavirus,9,0.018927,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Lujo mammarenavirus,4,0.010352,(-) ssRNA,No,Not zoonotic,7,0.845098040014257,0,0,0,0.477121254719662,0
Luna mammarenavirus,4,0.010607,(-) ssRNA,No,Not zoonotic,30,1.47712125471966,0,0,0,0,0
Macacine gammaherpesvirus 4,80,0.171096,dsDNA,No,Not zoonotic,106,2.02530586526477,0,0,0,0,0
Macaque simian foamy virus,5,0.012972,ssRNA-RT,No,Not zoonotic,67,1.82607480270083,0,0,0,0.477121254719662,0
Mamastrovirus 1,2,0.006813,(+) ssRNA,No,Not zoonotic,1764,3.2464985807958,0,0,0,0.778151250383644,0.301029995663981
Mamastrovirus 10,3,0.00661,(+) ssRNA,No,Not zoonotic,26,1.41497334797082,0,0,0,2.06069784035361,0
Mamastrovirus 12,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,1.90308998699194,0
Mamastrovirus 16,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,1.69897000433602,0
Mamastrovirus 19,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,1.64345267648619,0
Mamastrovirus 4,NA,NA,(+) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,2.34439227368511,0
Mamastrovirus 6,NA,NA,(+) ssRNA,No,Not zoonotic,51,1.70757017609794,0,0,0,2.2718416065365,0
Mamastrovirus 8,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,2.25767857486918,0
Mamastrovirus 9,NA,NA,(+) ssRNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0.602059991327962,0
Mapuera virus,9,0.015486,(-) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.778151250383644,0
Maraba vesiculovirus,6,0.011135,(-) ssRNA,No,Not zoonotic,9,0.954242509439325,0,0,0,0.301029995663981,0
Merino Walk mammarenavirus,4,0.010562,(-) ssRNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0
Mesocricetus auratus polyomavirus 1,6,0.005372,dsDNA,No,Not zoonotic,23,1.36172783601759,0,0,0,0,0
Middelburg virus,2,0.01155,(+) ssRNA,Yes,Not zoonotic,17,1.23044892137827,0,0,0,1.14612803567824,0
Minatitlan orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,0,-Inf,0,0,0,0,0
Mischivirus A,NA,NA,(+) ssRNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Moloney murine sarcoma virus,4,0.005833,ssRNA-RT,No,Not zoonotic,49,1.69019608002851,0,0,0,2.5705429398819,0
Mopeia mammarenavirus,4,0.010698,(-) ssRNA,No,Not zoonotic,31,1.49136169383427,0,0,0,0.301029995663981,0.301029995663981
Mosso das Pedras virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Muleshoe hantavirus,NA,NA,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Mumps virus,8,0.015384,(-) ssRNA,No,Zoonotic,3766,3.57588031568065,0,0,0,3.22556771343947,0.301029995663981
Munia coronavirus HKU13,9,0.026552,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.698970004336019,0
Mupapillomavirus 1,7,0.007815,dsDNA,No,Not zoonotic,21,1.32221929473392,0,0,0,0.778151250383644,0
Mupapillomavirus 2,7,0.007348,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0.698970004336019,0
Murid betaherpesvirus 8,137,0.202946,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.602059991327962,0
Murine mastadenovirus A,27,0.030944,dsDNA,No,Not zoonotic,42,1.6232492903979,0,0,0,0,0
Murine mastadenovirus B,27,0.035203,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Murine mastadenovirus C,28,0.03057,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,2.36735592102602,0
Mus musculus polyomavirus 1,6,0.005307,dsDNA,No,Not zoonotic,41,1.61278385671974,0,0,0,0.301029995663981,0
Mus musculus polyomavirus 2,5,0.004754,dsDNA,No,Not zoonotic,26,1.41497334797082,0,0,0,0,0
Mustelid gammaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0.301029995663981,0.301029995663981
Mynahpox virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,5.81377307635957,0
Newbury-1 virus,2,0.0074535,(+) ssRNA,No,Not zoonotic,22,1.34242268082221,0,0,0,5.81377307635957,0
Nodamura virus,3,0.00454,(+) ssRNA,No,Not zoonotic,15,1.17609125905568,0,0,0,1.66275783168157,0
Nupapillomavirus 1,11,0.007614,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0,0
Nyamanini nyavirus,6,0.011631,(-) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.698970004336019,0
Nyando orthobunyavirus,NA,NA,(-) ssRNA,Yes,Not zoonotic,13,1.11394335230684,0,0,0,0.602059991327962,0
Omegapapillomavirus 1,5,0.007582,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Ovine mastadenovirus A,15,0.033034,dsDNA,No,Not zoonotic,29,1.46239799789896,0,0,0,0,0
Ovine mastadenovirus B,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0,0
Panine betaherpesvirus 2,169,0.241087,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0,0
Panine gammaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Papiine gammaherpesvirus 1,NA,NA,dsDNA,No,Not zoonotic,15,1.17609125905568,0,0,0,0,0
Parana mammarenavirus,4,0.010494,(-) ssRNA,No,Not zoonotic,7,0.845098040014257,0,0,0,0,0
Parapoxvirus of red deer in New Zealand,NA,NA,dsDNA,No,Not zoonotic,12,1.07918124604762,0,0,0,0.778151250383644,0
Parechovirus A,1,0.007348,(+) ssRNA,No,Not zoonotic,3696,3.56773196254807,0,0,0,0.954242509439325,0
Pasivirus A,1,0.006916,(+) ssRNA,No,Not zoonotic,45,1.65321251377534,0,0,0,0.301029995663981,0
Passeriform 1 bornavirus,6,0.0089355,(-) ssRNA,No,Not zoonotic,30,1.47712125471966,0,0,0,0.301029995663981,0
Pegivirus B,NA,NA,(+) ssRNA,Yes,Not zoonotic,77,1.88649072517248,0,0,0,1.23044892137827,0
Peruvian horse sickness virus,11,0.019748,dsRNA,Yes,Not zoonotic,36,1.55630250076729,0,0,0,0.954242509439325,0
Phipapillomavirus 1,7,0.007542,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Pinniped bocaparvovirus 1,NA,NA,ssDNA,No,Not zoonotic,5,0.698970004336019,0,0,0,0,0
Pinniped bocaparvovirus 2,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Pinniped dependoparvovirus 1,NA,NA,ssDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Porcine circovirus 1,2,0.001758,ssDNA,No,Not zoonotic,66,1.81954393554187,0,0,0,1.32221929473392,0
Porcine epidemic diarrhea virus,6,0.028033,(+) ssRNA,No,Not zoonotic,3156,3.49913699453738,0,0,0,2.87040390527903,0
Porcine mastadenovirus A,29,0.034094,dsDNA,No,Not zoonotic,110,2.04139268515822,0,0,0,0,0
Porcine mastadenovirus B,NA,NA,dsDNA,No,Not zoonotic,16,1.20411998265592,0,0,0,0,0
Porcine mastadenovirus C,28,0.032621,dsDNA,No,Not zoonotic,32,1.50514997831991,0,0,0,1.38021124171161,0
Porcine torovirus,6,0.028301,(+) ssRNA,No,Not zoonotic,152,2.18184358794477,0,0,0,1.43136376415899,0
Porcine type-C oncovirus,NA,0.008072,ssRNA-RT,No,Not zoonotic,491,2.69108149212297,0,0,0,0,0
Possum atadenovirus A,NA,NA,dsDNA,No,Not zoonotic,6,0.778151250383644,0,0,0,0,0
Primate bocaparvovirus 2,4,0.00515,ssDNA,No,Not zoonotic,469,2.67117284271508,0,0,0,0.477121254719662,0
Primate erythroparvovirus 1,6,0.005596,ssDNA,No,Not zoonotic,2907,3.46344503177043,0,0,0,0.903089986991944,1.7160033436348
Primate erythroparvovirus 3,NA,NA,ssDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,2.74429298312268,0
Primate erythroparvovirus 4,NA,NA,ssDNA,No,Not zoonotic,7,0.845098040014257,0,0,0,2.62940959910272,0
Primate protoparvovirus 1,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,0,0
Psipapillomavirus 1,7,0.00797,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Psittacinepox virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,0.301029995663981,0
Punta Toro phlebovirus,4,0.01265,(-) ssRNA,Yes,Not zoonotic,63,1.79934054945358,0,0,0,0.778151250383644,0
Quailpox virus,NA,NA,dsDNA,No,Not zoonotic,1,0,0,0,0,0.301029995663981,0
Quaranfil virus,NA,NA,(-) ssRNA,No,Not zoonotic,6,0.778151250383644,0,0,0,1.20411998265592,0
Raccoonpox virus,207,0.214699,dsDNA,No,Not zoonotic,27,1.43136376415899,0,0,0,1.34242268082221,0
Ranid herpesvirus 1,132,0.220859,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.602059991327962,0
Ranid herpesvirus 2,147,0.231801,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.477121254719662,0
Rhinovirus A,1,0.007152,(+) ssRNA,No,Not zoonotic,3678,3.56561172490206,0,0,0,1.69897000433602,1.99122607569249
Rhinovirus B,1,0.007212,(+) ssRNA,No,Not zoonotic,844,2.92634244662566,0,0,0,1.25527250510331,1.5910646070265
Rhinovirus C,1,0.007099,(+) ssRNA,No,Not zoonotic,2836,3.45270622651103,0,0,0,1.98677173426624,1.78532983501077
Rhopapillomavirus 1,7,0.007722,dsDNA,No,Not zoonotic,4,0.602059991327962,0,0,0,0.301029995663981,0
Rodent erythroparvovirus 1,NA,NA,ssDNA,No,Not zoonotic,8,0.903089986991944,0,0,0,0.301029995663981,0
Rodent protoparvovirus 2,NA,NA,ssDNA,No,Not zoonotic,1,0,0,0,0,2.39967372148104,0
Rotavirus E,NA,NA,dsRNA,No,Not zoonotic,0,-Inf,0,0,0,0.602059991327962,0
Rotavirus F,11,0.018341,dsRNA,No,Not zoonotic,49,1.69019608002851,0,0,0,0.602059991327962,0
Rous sarcoma virus,4,0.009392,ssRNA-RT,No,Not zoonotic,183,2.26245108973043,0,0,0,3.59516541479023,0
Rousettus bat coronavirus HKU9,8,0.029114,(+) ssRNA,No,Not zoonotic,26,1.41497334797082,0,0,0,0.602059991327962,0
Rubella virus,2,0.009762,(+) ssRNA,No,Not zoonotic,2200,3.34242268082221,0,0,0,3.37566361396089,0.301029995663981
Sabia mammarenavirus,4,0.010499,(-) ssRNA,No,Not zoonotic,16,1.20411998265592,0,0,0,0.477121254719662,0.477121254719662
Saguinine gammaherpesvirus 1,70,0.156742,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,1.43136376415899,0
Saimiriine betaherpesvirus 4,76,0.11293,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Sal Vieja virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,4,0.602059991327962,0,0,0,0,0
Salmonid herpesvirus 1,NA,0.1744,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.778151250383644,0
Salmonid herpesvirus 3,NA,NA,dsDNA,No,Not zoonotic,3,0.477121254719662,0,0,0,0.698970004336019,0
San Perlita virus,NA,NA,(+) ssRNA,Yes,Not zoonotic,1,0,0,0,0,0,0
Scotophilus bat coronavirus 512,6,0.028203,(+) ssRNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0.301029995663981,0
Sepik virus,1,0.010793,(+) ssRNA,Yes,Not zoonotic,10,1,0,0,0,0.778151250383644,0
Sicinivirus A,1,0.009276,(+) ssRNA,No,Not zoonotic,3,0.477121254719662,0,0,0,1.23044892137827,0
Sigmapapillomavirus 1,7,0.007428,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,6.83769800802011,0
Skua siadenovirus A,23,0.02634,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Skunkpox virus,NA,NA,dsDNA,No,Not zoonotic,19,1.27875360095283,0,0,0,0.477121254719662,0
Snakehead novirhabdovirus,6,0.01155,(-) ssRNA,No,Not zoonotic,20,1.30102999566398,0,0,0,0.698970004336019,0
Snyder-Theilen feline sarcoma virus,NA,NA,ssRNA-RT,No,Not zoonotic,1,0,0,0,0,1.54406804435028,0
Southern elephant seal virus,4,0.011245,(+) ssRNA,Yes,Not zoonotic,3,0.477121254719662,0,0,0,0.477121254719662,0
Sparrowpox virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,0.477121254719662,0
Squirrel monkey retrovirus,4,0.008785,ssRNA-RT,No,Not zoonotic,5,0.698970004336019,0,0,0,1.61278385671974,0
Starlingpox virus,NA,NA,dsDNA,No,Not zoonotic,0,-Inf,0,0,0,5.81377307635957,0
Sturgeon ichtadenovirus A,NA,NA,dsDNA,No,Not zoonotic,2,0.301029995663981,0,0,0,0,0
Sudan ebolavirus,9,0.018875,(-) ssRNA,No,Not zoonotic,33,1.51851393987789,0,0,0,1.66275783168157,0.477121254719662
